time,Target_pos_x,Target_pos_y,Target_pos_z,Target_rot_x,Target_rot_y,Target_rot_z
986.5556,0.0,0.7727,0.175,0.0,0.0,0.0
986.5667,0.0,0.7727,0.175,0.0,0.0,0.0
986.5778,0.0,0.7727,0.175,0.0,0.0,0.0
986.5889,0.0,0.7727,0.175,0.0,0.0,0.0
986.6,0.0,0.7727,0.175,0.0,0.0,0.0
986.6111,0.0,0.7727,0.175,0.0,0.0,0.0
986.6223,0.0,0.7727,0.175,0.0,0.0,0.0
986.6334,0.0,0.7727,0.175,0.0,0.0,0.0
986.6445,0.0,0.7727,0.175,0.0,0.0,0.0
986.6556,0.0,0.7727,0.175,0.0,0.0,0.0
986.6667,0.0,0.7727,0.175,0.0,0.0,0.0
986.6778,0.0,0.7727,0.175,0.0,0.0,0.0
986.6889,0.0,0.7727,0.175,0.0,0.0,0.0
986.7,0.0,0.7727,0.175,0.0,0.0,0.0
986.7111,0.0,0.7727,0.175,0.0,0.0,0.0
986.7222,0.0,0.7727,0.175,0.0,0.0,0.0
986.7333,0.0,0.7727,0.175,0.0,0.0,0.0
986.7444,0.0,0.7727,0.175,0.0,0.0,0.0
986.7556,0.0,0.7727,0.175,0.0,0.0,0.0
986.7667,0.0,0.7727,0.175,0.0,0.0,0.0
986.7778,0.0,0.7727,0.175,0.0,0.0,0.0
986.7889,0.0,0.7727,0.175,0.0,0.0,0.0
986.8,0.0,0.7727,0.175,0.0,0.0,0.0
986.8112,0.0,0.7727,0.175,0.0,0.0,0.0
986.8223,0.0,0.7727,0.175,0.0,0.0,0.0
986.8334,0.0,0.7727,0.175,0.0,0.0,0.0
986.8445,0.0,0.7727,0.175,0.0,0.0,0.0
986.8556,0.0,0.7727,0.175,0.0,0.0,0.0
986.8667,0.0,0.7727,0.175,0.0,0.0,0.0
986.8778,0.0,0.7727,0.175,0.0,0.0,0.0
986.8889,0.0,0.7727,0.175,0.0,0.0,0.0
986.9,0.0,0.7727,0.175,0.0,0.0,0.0
986.9111,0.0,0.7727,0.175,0.0,0.0,0.0
986.9222,0.0,0.7727,0.175,0.0,0.0,0.0
986.9333,0.0,0.7727,0.175,0.0,0.0,0.0
986.9445,0.0,0.7727,0.175,0.0,0.0,0.0
986.9556,0.0,0.7727,0.175,0.0,0.0,0.0
986.9667,0.0,0.7727,0.175,0.0,0.0,0.0
986.9778,0.0,0.7727,0.175,0.0,0.0,0.0
986.9889,0.0,0.7727,0.175,0.0,0.0,0.0
987.0,0.0,0.7727,0.175,0.0,0.0,0.0
987.0111,0.0,0.7727,0.175,0.0,0.0,0.0
987.0222,0.0,0.7727,0.175,0.0,0.0,0.0
987.0334,0.0,0.7727,0.175,0.0,0.0,0.0
987.0445,0.0,0.7727,0.175,0.0,0.0,0.0
987.0556,0.0,0.7727,0.175,0.0,0.0,0.0
987.0667,0.0,0.7727,0.175,0.0,0.0,0.0
987.0778,0.0,0.7727,0.175,0.0,0.0,0.0
987.0889,0.0,0.7727,0.175,0.0,0.0,0.0
987.1,0.0,0.7727,0.175,0.0,0.0,0.0
987.1111,0.0,0.7727,0.175,0.0,0.0,0.0
987.1223,0.0,0.7727,0.175,0.0,0.0,0.0
987.1334,0.0,0.7727,0.175,0.0,0.0,0.0
987.1445,0.0,0.7727,0.175,0.0,0.0,0.0
987.1556,0.0,0.7727,0.175,0.0,0.0,0.0
987.1667,0.0,0.7727,0.175,0.0,0.0,0.0
987.1778,0.0,0.7727,0.175,0.0,0.0,0.0
987.1889,0.0,0.7727,0.175,0.0,0.0,0.0
987.2,0.0,0.7727,0.175,0.0,0.0,0.0
987.2111,0.0,0.7727,0.175,0.0,0.0,0.0
987.2222,0.0,0.7727,0.175,0.0,0.0,0.0
987.2333,0.0,0.7727,0.175,0.0,0.0,0.0
987.2444,0.0,0.7727,0.175,0.0,0.0,0.0
987.2556,0.0,0.7727,0.175,0.0,0.0,0.0
987.2667,0.0,0.7727,0.175,0.0,0.0,0.0
987.2778,0.0,0.7727,0.175,0.0,0.0,0.0
987.2889,0.0,0.7727,0.175,0.0,0.0,0.0
987.3,0.0,0.7727,0.175,0.0,0.0,0.0
987.3112,0.0,0.7727,0.175,0.0,0.0,0.0
987.3223,0.0,0.7727,0.175,0.0,0.0,0.0
987.3334,0.0,0.7727,0.175,0.0,0.0,0.0
987.3445,0.0,0.7727,0.175,0.0,0.0,0.0
987.3556,0.0,0.7727,0.175,0.0,0.0,0.0
987.3667,0.0,0.7727,0.175,0.0,0.0,0.0
987.3778,0.0,0.7727,0.175,0.0,0.0,0.0
987.3889,0.0,0.7727,0.175,0.0,0.0,0.0
987.4,0.0,0.7727,0.175,0.0,0.0,0.0
987.4111,0.0,0.7727,0.175,0.0,0.0,0.0
987.4222,0.0,0.7727,0.175,0.0,0.0,0.0
987.4333,0.0,0.7727,0.175,0.0,0.0,0.0
987.4445,0.0,0.7727,0.175,0.0,0.0,0.0
987.4556,0.0,0.7727,0.175,0.0,0.0,0.0
987.4667,0.0,0.7727,0.175,0.0,0.0,0.0
987.4778,0.0,0.7727,0.175,0.0,0.0,0.0
987.4889,0.0,0.7727,0.175,0.0,0.0,0.0
987.5,0.0,0.7727,0.175,0.0,0.0,0.0
987.5111,0.0,0.7727,0.175,0.0,0.0,0.0
987.5222,0.0,0.7727,0.175,0.0,0.0,0.0
987.5334,0.0,0.7727,0.175,0.0,0.0,0.0
987.5445,0.0,0.7727,0.175,0.0,0.0,0.0
987.5556,0.0,0.7727,0.175,0.0,0.0,0.0
987.5667,0.0,0.7727,0.175,0.0,0.0,0.0
987.5778,0.0,0.7727,0.175,0.0,0.0,0.0
987.5889,0.0,0.7727,0.175,0.0,0.0,0.0
987.6,0.0,0.7727,0.175,0.0,0.0,0.0
987.6111,0.0,0.7727,0.175,0.0,0.0,0.0
987.6223,0.0,0.7727,0.175,0.0,0.0,0.0
987.6334,0.0,0.7727,0.175,0.0,0.0,0.0
987.6445,0.0,0.7727,0.175,0.0,0.0,0.0
987.6556,0.0,0.7727,0.175,0.0,0.0,0.0
987.6667,0.0,0.7727,0.175,0.0,0.0,0.0
987.6778,0.0,0.7727,0.175,0.0,0.0,0.0
987.6889,0.0,0.7727,0.175,0.0,0.0,0.0
987.7,0.0,0.7727,0.175,0.0,0.0,0.0
987.7111,0.0,0.7727,0.175,0.0,0.0,0.0
987.7222,0.0,0.7727,0.175,0.0,0.0,0.0
987.7333,0.0,0.7727,0.175,0.0,0.0,0.0
987.7444,0.0,0.7727,0.175,0.0,0.0,0.0
987.7556,0.0,0.7727,0.175,0.0,0.0,0.0
987.7667,0.0,0.7727,0.175,0.0,0.0,0.0
987.7778,0.0,0.7727,0.175,0.0,0.0,0.0
987.7889,0.0,0.7727,0.175,0.0,0.0,0.0
987.8,0.0,0.7727,0.175,0.0,0.0,0.0
987.8112,0.0,0.7727,0.175,0.0,0.0,0.0
987.8223,0.0,0.7727,0.175,0.0,0.0,0.0
987.8334,0.0,0.7727,0.175,0.0,0.0,0.0
987.8445,0.0,0.7727,0.175,0.0,0.0,0.0
987.8556,0.0,0.7727,0.175,0.0,0.0,0.0
987.8667,0.0,0.7727,0.175,0.0,0.0,0.0
987.8778,0.0,0.7727,0.175,0.0,0.0,0.0
987.8889,0.0,0.7727,0.175,0.0,0.0,0.0
987.9,0.0,0.7727,0.175,0.0,0.0,0.0
987.9111,0.0,0.7727,0.175,0.0,0.0,0.0
987.9222,0.0,0.7727,0.175,0.0,0.0,0.0
987.9333,0.0,0.7727,0.175,0.0,0.0,0.0
987.9445,0.0,0.7727,0.175,0.0,0.0,0.0
987.9556,0.0,0.7727,0.175,0.0,0.0,0.0
987.9667,0.0,0.7727,0.175,0.0,0.0,0.0
987.9778,0.0,0.7727,0.175,0.0,0.0,0.0
987.9889,0.0,0.7727,0.175,0.0,0.0,0.0
988.0,0.0,0.7727,0.175,0.0,0.0,0.0
988.0111,0.0,0.7727,0.175,0.0,0.0,0.0
988.0222,0.0,0.7727,0.175,0.0,0.0,0.0
988.0334,0.0,0.7727,0.175,0.0,0.0,0.0
988.0445,0.0,0.7727,0.175,0.0,0.0,0.0
988.0556,0.0,0.7727,0.175,0.0,0.0,0.0
988.0667,0.0,0.7727,0.175,0.0,0.0,0.0
988.0778,0.0,0.7727,0.175,0.0,0.0,0.0
988.0889,0.0,0.7727,0.175,0.0,0.0,0.0
988.1,0.0,0.7727,0.175,0.0,0.0,0.0
988.1111,0.0,0.7727,0.175,0.0,0.0,0.0
988.1223,0.0,0.7727,0.175,0.0,0.0,0.0
988.1334,0.0,0.7727,0.175,0.0,0.0,0.0
988.1445,0.0,0.7727,0.175,0.0,0.0,0.0
988.1556,0.0,0.7727,0.175,0.0,0.0,0.0
988.1667,0.0,0.7727,0.175,0.0,0.0,0.0
988.1778,0.0,0.7727,0.175,0.0,0.0,0.0
988.1889,0.0,0.7727,0.175,0.0,0.0,0.0
988.2,0.0,0.7727,0.175,0.0,0.0,0.0
988.2111,0.0,0.7727,0.175,0.0,0.0,0.0
988.2222,0.0,0.7727,0.175,0.0,0.0,0.0
988.2333,0.0,0.7727,0.175,0.0,0.0,0.0
988.2444,0.0,0.7727,0.175,0.0,0.0,0.0
988.2556,0.0,0.7727,0.175,0.0,0.0,0.0
988.2667,0.0,0.7727,0.175,0.0,0.0,0.0
988.2778,0.0,0.7727,0.175,0.0,0.0,0.0
988.2889,0.0,0.7727,0.175,0.0,0.0,0.0
988.3,0.0,0.7727,0.175,0.0,0.0,0.0
