time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
495.5889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.6889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7444,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.7889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.8889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
495.9889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0334,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.0889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.1889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2444,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.2889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.3889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.4889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5334,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.5889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.6889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7444,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.7889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.8889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
496.9889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0334,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.0889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.1889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2444,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.2889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.3889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4333,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4445,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4556,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4667,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4778,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.4889,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.5,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.5111,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.5222,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
497.5334,-0.2175,0.79,0.055,-0.0022,-0.0022,-0.0022
