time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
1160.522,0.2625,0.79,0.075,0.0,0.0,0.0
1160.5330000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1160.5439999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1160.556,0.2625,0.79,0.075,0.0,0.0,0.0
1160.567,0.2625,0.79,0.075,0.0,0.0,0.0
1160.578,0.2625,0.79,0.075,0.0,0.0,0.0
1160.589,0.2625,0.79,0.075,0.0,0.0,0.0
1160.6,0.2625,0.79,0.075,0.0,0.0,0.0
1160.611,0.2625,0.79,0.075,0.0,0.0,0.0
1160.622,0.2625,0.79,0.075,0.0,0.0,0.0
1160.633,0.2625,0.79,0.075,0.0,0.0,0.0
1160.645,0.2625,0.79,0.075,0.0,0.0,0.0
1160.656,0.2625,0.79,0.075,0.0,0.0,0.0
1160.667,0.2625,0.79,0.075,0.0,0.0,0.0
1160.678,0.2625,0.79,0.075,0.0,0.0,0.0
1160.6889999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1160.7,0.2625,0.79,0.075,0.0,0.0,0.0
1160.711,0.2625,0.79,0.075,0.0,0.0,0.0
1160.722,0.2625,0.79,0.075,0.0,0.0,0.0
1160.733,0.2625,0.79,0.075,0.0,0.0,0.0
1160.745,0.2625,0.79,0.075,0.0,0.0,0.0
1160.756,0.2625,0.79,0.075,0.0,0.0,0.0
1160.767,0.2625,0.79,0.075,0.0,0.0,0.0
1160.778,0.2625,0.79,0.075,0.0,0.0,0.0
1160.789,0.2625,0.79,0.075,0.0,0.0,0.0
1160.8,0.2625,0.79,0.075,0.0,0.0,0.0
1160.8110000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1160.822,0.2625,0.79,0.075,0.0,0.0,0.0
1160.833,0.2625,0.79,0.075,0.0,0.0,0.0
1160.844,0.2625,0.79,0.075,0.0,0.0,0.0
1160.856,0.2625,0.79,0.075,0.0,0.0,0.0
1160.867,0.2625,0.79,0.075,0.0,0.0,0.0
1160.878,0.2625,0.79,0.075,0.0,0.0,0.0
1160.889,0.2625,0.79,0.075,0.0,0.0,0.0
1160.9,0.2625,0.79,0.075,0.0,0.0,0.0
1160.911,0.2625,0.79,0.075,0.0,0.0,0.0
1160.922,0.2625,0.79,0.075,0.0,0.0,0.0
1160.933,0.2625,0.79,0.075,0.0,0.0,0.0
1160.944,0.2625,0.79,0.075,0.0,0.0,0.0
1160.9560000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1160.9669999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1160.978,0.2625,0.79,0.075,0.0,0.0,0.0
1160.989,0.2625,0.79,0.075,0.0,0.0,0.0
1161.0,0.2625,0.79,0.075,0.0,0.0,0.0
1161.011,0.2625,0.79,0.075,0.0,0.0,0.0
1161.022,0.2625,0.79,0.075,0.0,0.0,0.0
1161.0330000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1161.0439999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1161.056,0.2625,0.79,0.075,0.0,0.0,0.0
1161.067,0.2625,0.79,0.075,0.0,0.0,0.0
1161.078,0.2625,0.79,0.075,0.0,0.0,0.0
1161.089,0.2625,0.79,0.075,0.0,0.0,0.0
1161.1,0.2625,0.79,0.075,0.0,0.0,0.0
1161.111,0.2625,0.79,0.075,0.0,0.0,0.0
1161.122,0.2625,0.79,0.075,0.0,0.0,0.0
1161.133,0.2625,0.79,0.075,0.0,0.0,0.0
1161.145,0.2625,0.79,0.075,0.0,0.0,0.0
1161.156,0.2625,0.79,0.075,0.0,0.0,0.0
1161.167,0.2625,0.79,0.075,0.0,0.0,0.0
1161.178,0.2625,0.79,0.075,0.0,0.0,0.0
1161.1889999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1161.2,0.2625,0.79,0.075,0.0,0.0,0.0
1161.211,0.2625,0.79,0.075,0.0,0.0,0.0
1161.222,0.2625,0.79,0.075,0.0,0.0,0.0
1161.233,0.2625,0.79,0.075,0.0,0.0,0.0
1161.245,0.2625,0.79,0.075,0.0,0.0,0.0
1161.256,0.2625,0.79,0.075,0.0,0.0,0.0
1161.267,0.2625,0.79,0.075,0.0,0.0,0.0
1161.278,0.2625,0.79,0.075,0.0,0.0,0.0
1161.289,0.2625,0.79,0.075,0.0,0.0,0.0
1161.3,0.2625,0.79,0.075,0.0,0.0,0.0
1161.3110000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1161.322,0.2625,0.79,0.075,0.0,0.0,0.0
1161.333,0.2625,0.79,0.075,0.0,0.0,0.0
1161.344,0.2625,0.79,0.075,0.0,0.0,0.0
1161.356,0.2625,0.79,0.075,0.0,0.0,0.0
1161.367,0.2625,0.79,0.075,0.0,0.0,0.0
1161.378,0.2625,0.79,0.075,0.0,0.0,0.0
1161.389,0.2625,0.79,0.075,0.0,0.0,0.0
1161.4,0.2625,0.79,0.075,0.0,0.0,0.0
1161.411,0.2625,0.79,0.075,0.0,0.0,0.0
1161.422,0.2625,0.79,0.075,0.0,0.0,0.0
1161.433,0.2625,0.79,0.075,0.0,0.0,0.0
1161.444,0.2625,0.79,0.075,0.0,0.0,0.0
1161.4560000000001,0.2625,0.79,0.075,0.0,0.0,0.0
1161.4669999999999,0.2625,0.79,0.075,0.0,0.0,0.0
1161.478,0.2625,0.79,0.075,0.0,0.0,0.0
1161.489,0.2625,0.79,0.075,0.0,0.0,0.0
1161.5,0.2625,0.79,0.075,0.0,0.0,0.0
1161.511,0.2625,0.79,0.075,0.0,0.0,0.0
1161.522,0.2625,0.79,0.075,0.0,0.0,0.0
1161.5330000000001,0.2625,0.79,0.075,0.0,0.0,0.0
