time,Target_pos_x,Target_pos_y,Target_pos_z,Target_rot_x,Target_rot_y,Target_rot_z
855.0222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.0889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1223,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1334,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.1889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2444,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.2889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3112,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3223,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3334,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.3889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.4889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.5889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6223,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6334,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.6889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7444,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.7889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8112,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8223,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8334,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8445,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8556,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8667,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8778,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.8889,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.9,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.9111,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.9222,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.9333,-0.2375,0.7727,0.175,0.0,0.0,0.0
855.9445,-0.2375,0.7727,0.175,0.0,0.0,0.0
