time,Target_pos_x,Target_pos_y,Target_pos_z,Target_rot_x,Target_rot_y,Target_rot_z
277.8556,0.0,0.7727,0.175,0.0,0.0,0.0
277.8667,0.0,0.7727,0.175,0.0,0.0,0.0
277.8778,0.0,0.7727,0.175,0.0,0.0,0.0
277.8889,0.0,0.7727,0.175,0.0,0.0,0.0
277.9,0.0,0.7727,0.175,0.0,0.0,0.0
277.9111,0.0,0.7727,0.175,0.0,0.0,0.0
277.9222,0.0,0.7727,0.175,0.0,0.0,0.0
277.9333,0.0,0.7727,0.175,0.0,0.0,0.0
277.9445,0.0,0.7727,0.175,0.0,0.0,0.0
277.9556,0.0,0.7727,0.175,0.0,0.0,0.0
277.9667,0.0,0.7727,0.175,0.0,0.0,0.0
277.9778,0.0,0.7727,0.175,0.0,0.0,0.0
277.9889,0.0,0.7727,0.175,0.0,0.0,0.0
278.0,0.0,0.7727,0.175,0.0,0.0,0.0
278.0111,0.0,0.7727,0.175,0.0,0.0,0.0
278.0222,0.0,0.7727,0.175,0.0,0.0,0.0
278.0333,0.0,0.7727,0.175,0.0,0.0,0.0
278.0445,0.0,0.7727,0.175,0.0,0.0,0.0
278.0556,0.0,0.7727,0.175,0.0,0.0,0.0
278.0667,0.0,0.7727,0.175,0.0,0.0,0.0
278.0778,0.0,0.7727,0.175,0.0,0.0,0.0
278.0889,0.0,0.7727,0.175,0.0,0.0,0.0
278.1,0.0,0.7727,0.175,0.0,0.0,0.0
278.1111,0.0,0.7727,0.175,0.0,0.0,0.0
278.1222,0.0,0.7727,0.175,0.0,0.0,0.0
278.1333,0.0,0.7727,0.175,0.0,0.0,0.0
278.1444,0.0,0.7727,0.175,0.0,0.0,0.0
278.1555,0.0,0.7727,0.175,0.0,0.0,0.0
278.1667,0.0,0.7727,0.175,0.0,0.0,0.0
278.1778,0.0,0.7727,0.175,0.0,0.0,0.0
278.1889,0.0,0.7727,0.175,0.0,0.0,0.0
278.2,0.0,0.7727,0.175,0.0,0.0,0.0
278.2111,0.0,0.7727,0.175,0.0,0.0,0.0
278.2222,0.0,0.7727,0.175,0.0,0.0,0.0
278.2333,0.0,0.7727,0.175,0.0,0.0,0.0
278.2444,0.0,0.7727,0.175,0.0,0.0,0.0
278.2556,0.0,0.7727,0.175,0.0,0.0,0.0
278.2667,0.0,0.7727,0.175,0.0,0.0,0.0
278.2778,0.0,0.7727,0.175,0.0,0.0,0.0
278.2889,0.0,0.7727,0.175,0.0,0.0,0.0
278.3,0.0,0.7727,0.175,0.0,0.0,0.0
278.3111,0.0,0.7727,0.175,0.0,0.0,0.0
278.3222,0.0,0.7727,0.175,0.0,0.0,0.0
278.3333,0.0,0.7727,0.175,0.0,0.0,0.0
278.3445,0.0,0.7727,0.175,0.0,0.0,0.0
278.3556,0.0,0.7727,0.175,0.0,0.0,0.0
278.3667,0.0,0.7727,0.175,0.0,0.0,0.0
278.3778,0.0,0.7727,0.175,0.0,0.0,0.0
278.3889,0.0,0.7727,0.175,0.0,0.0,0.0
278.4,0.0,0.7727,0.175,0.0,0.0,0.0
278.4111,0.0,0.7727,0.175,0.0,0.0,0.0
278.4222,0.0,0.7727,0.175,0.0,0.0,0.0
278.4333,0.0,0.7727,0.175,0.0,0.0,0.0
278.4445,0.0,0.7727,0.175,0.0,0.0,0.0
278.4556,0.0,0.7727,0.175,0.0,0.0,0.0
278.4667,0.0,0.7727,0.175,0.0,0.0,0.0
278.4778,0.0,0.7727,0.175,0.0,0.0,0.0
278.4889,0.0,0.7727,0.175,0.0,0.0,0.0
278.5,0.0,0.7727,0.175,0.0,0.0,0.0
278.5111,0.0,0.7727,0.175,0.0,0.0,0.0
278.5222,0.0,0.7727,0.175,0.0,0.0,0.0
278.5333,0.0,0.7727,0.175,0.0,0.0,0.0
278.5445,0.0,0.7727,0.175,0.0,0.0,0.0
278.5556,0.0,0.7727,0.175,0.0,0.0,0.0
278.5667,0.0,0.7727,0.175,0.0,0.0,0.0
278.5778,0.0,0.7727,0.175,0.0,0.0,0.0
278.5889,0.0,0.7727,0.175,0.0,0.0,0.0
278.6,0.0,0.7727,0.175,0.0,0.0,0.0
278.6111,0.0,0.7727,0.175,0.0,0.0,0.0
278.6222,0.0,0.7727,0.175,0.0,0.0,0.0
278.6333,0.0,0.7727,0.175,0.0,0.0,0.0
278.6444,0.0,0.7727,0.175,0.0,0.0,0.0
278.6555,0.0,0.7727,0.175,0.0,0.0,0.0
278.6667,0.0,0.7727,0.175,0.0,0.0,0.0
278.6778,0.0,0.7727,0.175,0.0,0.0,0.0
278.6889,0.0,0.7727,0.175,0.0,0.0,0.0
278.7,0.0,0.7727,0.175,0.0,0.0,0.0
278.7111,0.0,0.7727,0.175,0.0,0.0,0.0
278.7222,0.0,0.7727,0.175,0.0,0.0,0.0
278.7333,0.0,0.7727,0.175,0.0,0.0,0.0
278.7444,0.0,0.7727,0.175,0.0,0.0,0.0
278.7556,0.0,0.7727,0.175,0.0,0.0,0.0
278.7667,0.0,0.7727,0.175,0.0,0.0,0.0
278.7778,0.0,0.7727,0.175,0.0,0.0,0.0
278.7889,0.0,0.7727,0.175,0.0,0.0,0.0
278.8,0.0,0.7727,0.175,0.0,0.0,0.0
278.8111,0.0,0.7727,0.175,0.0,0.0,0.0
278.8222,0.0,0.7727,0.175,0.0,0.0,0.0
278.8333,0.0,0.7727,0.175,0.0,0.0,0.0
278.8445,0.0,0.7727,0.175,0.0,0.0,0.0
278.8556,0.0,0.7727,0.175,0.0,0.0,0.0
278.8667,0.0,0.7727,0.175,0.0,0.0,0.0
278.8778,0.0,0.7727,0.175,0.0,0.0,0.0
278.8889,0.0,0.7727,0.175,0.0,0.0,0.0
278.9,0.0,0.7727,0.175,0.0,0.0,0.0
278.9111,0.0,0.7727,0.175,0.0,0.0,0.0
278.9222,0.0,0.7727,0.175,0.0,0.0,0.0
278.9333,0.0,0.7727,0.175,0.0,0.0,0.0
278.9445,0.0,0.7727,0.175,0.0,0.0,0.0
278.9556,0.0,0.7727,0.175,0.0,0.0,0.0
278.9667,0.0,0.7727,0.175,0.0,0.0,0.0
278.9778,0.0,0.7727,0.175,0.0,0.0,0.0
278.9889,0.0,0.7727,0.175,0.0,0.0,0.0
279.0,0.0,0.7727,0.175,0.0,0.0,0.0
279.0111,0.0,0.7727,0.175,0.0,0.0,0.0
279.0222,0.0,0.7727,0.175,0.0,0.0,0.0
279.0333,0.0,0.7727,0.175,0.0,0.0,0.0
279.0445,0.0,0.7727,0.175,0.0,0.0,0.0
279.0556,0.0,0.7727,0.175,0.0,0.0,0.0
279.0667,0.0,0.7727,0.175,0.0,0.0,0.0
279.0778,0.0,0.7727,0.175,0.0,0.0,0.0
279.0889,0.0,0.7727,0.175,0.0,0.0,0.0
279.1,0.0,0.7727,0.175,0.0,0.0,0.0
279.1111,0.0,0.7727,0.175,0.0,0.0,0.0
279.1222,0.0,0.7727,0.175,0.0,0.0,0.0
279.1333,0.0,0.7727,0.175,0.0,0.0,0.0
279.1444,0.0,0.7727,0.175,0.0,0.0,0.0
279.1555,0.0,0.7727,0.175,0.0,0.0,0.0
279.1667,0.0,0.7727,0.175,0.0,0.0,0.0
279.1778,0.0,0.7727,0.175,0.0,0.0,0.0
279.1889,0.0,0.7727,0.175,0.0,0.0,0.0
279.2,0.0,0.7727,0.175,0.0,0.0,0.0
279.2111,0.0,0.7727,0.175,0.0,0.0,0.0
279.2222,0.0,0.7727,0.175,0.0,0.0,0.0
279.2333,0.0,0.7727,0.175,0.0,0.0,0.0
279.2444,0.0,0.7727,0.175,0.0,0.0,0.0
279.2556,0.0,0.7727,0.175,0.0,0.0,0.0
279.2667,0.0,0.7727,0.175,0.0,0.0,0.0
279.2778,0.0,0.7727,0.175,0.0,0.0,0.0
279.2889,0.0,0.7727,0.175,0.0,0.0,0.0
279.3,0.0,0.7727,0.175,0.0,0.0,0.0
279.3111,0.0,0.7727,0.175,0.0,0.0,0.0
279.3222,0.0,0.7727,0.175,0.0,0.0,0.0
279.3333,0.0,0.7727,0.175,0.0,0.0,0.0
279.3445,0.0,0.7727,0.175,0.0,0.0,0.0
279.3556,0.0,0.7727,0.175,0.0,0.0,0.0
279.3667,0.0,0.7727,0.175,0.0,0.0,0.0
279.3778,0.0,0.7727,0.175,0.0,0.0,0.0
279.3889,0.0,0.7727,0.175,0.0,0.0,0.0
279.4,0.0,0.7727,0.175,0.0,0.0,0.0
279.4111,0.0,0.7727,0.175,0.0,0.0,0.0
279.4222,0.0,0.7727,0.175,0.0,0.0,0.0
279.4333,0.0,0.7727,0.175,0.0,0.0,0.0
279.4445,0.0,0.7727,0.175,0.0,0.0,0.0
279.4556,0.0,0.7727,0.175,0.0,0.0,0.0
279.4667,0.0,0.7727,0.175,0.0,0.0,0.0
279.4778,0.0,0.7727,0.175,0.0,0.0,0.0
279.4889,0.0,0.7727,0.175,0.0,0.0,0.0
279.5,0.0,0.7727,0.175,0.0,0.0,0.0
279.5111,0.0,0.7727,0.175,0.0,0.0,0.0
279.5222,0.0,0.7727,0.175,0.0,0.0,0.0
279.5333,0.0,0.7727,0.175,0.0,0.0,0.0
279.5445,0.0,0.7727,0.175,0.0,0.0,0.0
279.5556,0.0,0.7727,0.175,0.0,0.0,0.0
279.5667,0.0,0.7727,0.175,0.0,0.0,0.0
279.5778,0.0,0.7727,0.175,0.0,0.0,0.0
279.5889,0.0,0.7727,0.175,0.0,0.0,0.0
279.6,0.0,0.7727,0.175,0.0,0.0,0.0
279.6111,0.0,0.7727,0.175,0.0,0.0,0.0
279.6222,0.0,0.7727,0.175,0.0,0.0,0.0
279.6333,0.0,0.7727,0.175,0.0,0.0,0.0
279.6444,0.0,0.7727,0.175,0.0,0.0,0.0
279.6555,0.0,0.7727,0.175,0.0,0.0,0.0
279.6667,0.0,0.7727,0.175,0.0,0.0,0.0
279.6778,0.0,0.7727,0.175,0.0,0.0,0.0
279.6889,0.0,0.7727,0.175,0.0,0.0,0.0
279.7,0.0,0.7727,0.175,0.0,0.0,0.0
279.7111,0.0,0.7727,0.175,0.0,0.0,0.0
279.7222,0.0,0.7727,0.175,0.0,0.0,0.0
279.7333,0.0,0.7727,0.175,0.0,0.0,0.0
279.7444,0.0,0.7727,0.175,0.0,0.0,0.0
279.7556,0.0,0.7727,0.175,0.0,0.0,0.0
279.7667,0.0,0.7727,0.175,0.0,0.0,0.0
279.7778,0.0,0.7727,0.175,0.0,0.0,0.0
279.7889,0.0,0.7727,0.175,0.0,0.0,0.0
