time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
851.6889,-0.0975,0.79,0.055,0,0,0
851.7,-0.0975,0.79,0.055,0,0,0
851.7111,-0.0975,0.79,0.055,0,0,0
851.7222,-0.0975,0.79,0.055,0,0,0
851.7333,-0.0975,0.79,0.055,0,0,0
851.7444,-0.0975,0.79,0.055,0,0,0
851.7556,-0.0975,0.79,0.055,0,0,0
851.7667,-0.0975,0.79,0.055,0,0,0
851.7778,-0.0975,0.79,0.055,0,0,0
851.7889,-0.0975,0.79,0.055,0,0,0
851.8,-0.0975,0.79,0.055,0,0,0
851.8112,-0.0975,0.79,0.055,0,0,0
851.8223,-0.0975,0.79,0.055,0,0,0
851.8334,-0.0975,0.79,0.055,0,0,0
851.8445,-0.0975,0.79,0.055,0,0,0
851.8556,-0.0975,0.79,0.055,0,0,0
851.8667,-0.0975,0.79,0.055,0,0,0
851.8778,-0.0975,0.79,0.055,0,0,0
851.8889,-0.0975,0.79,0.055,0,0,0
851.9,-0.0975,0.79,0.055,0,0,0
851.9111,-0.0975,0.79,0.055,0,0,0
851.9222,-0.0975,0.79,0.055,0,0,0
851.9333,-0.0975,0.79,0.055,0,0,0
851.9445,-0.0975,0.79,0.055,0,0,0
851.9556,-0.0975,0.79,0.055,0,0,0
851.9667,-0.0975,0.79,0.055,0,0,0
851.9778,-0.0975,0.79,0.055,0,0,0
851.9889,-0.0975,0.79,0.055,0,0,0
852.0,-0.0975,0.79,0.055,0,0,0
852.0111,-0.0975,0.79,0.055,0,0,0
852.0222,-0.0975,0.79,0.055,0,0,0
852.0333,-0.0975,0.79,0.055,0,0,0
852.0445,-0.0975,0.79,0.055,0,0,0
852.0556,-0.0975,0.79,0.055,0,0,0
852.0667,-0.0975,0.79,0.055,0,0,0
852.0778,-0.0975,0.79,0.055,0,0,0
852.0889,-0.0975,0.79,0.055,0,0,0
852.1,-0.0975,0.79,0.055,0,0,0
852.1111,-0.0975,0.79,0.055,0,0,0
852.1223,-0.0975,0.79,0.055,0,0,0
852.1334,-0.0975,0.79,0.055,0,0,0
852.1445,-0.0975,0.79,0.055,0,0,0
852.1556,-0.0975,0.79,0.055,0,0,0
852.1667,-0.0975,0.79,0.055,0,0,0
852.1778,-0.0975,0.79,0.055,0,0,0
852.1889,-0.0975,0.79,0.055,0,0,0
852.2,-0.0975,0.79,0.055,0,0,0
852.2111,-0.0975,0.79,0.055,0,0,0
852.2222,-0.0975,0.79,0.055,0,0,0
852.2333,-0.0975,0.79,0.055,0,0,0
852.2444,-0.0975,0.79,0.055,0,0,0
852.2556,-0.0975,0.79,0.055,0,0,0
852.2667,-0.0975,0.79,0.055,0,0,0
852.2778,-0.0975,0.79,0.055,0,0,0
852.2889,-0.0975,0.79,0.055,0,0,0
852.3,-0.0975,0.79,0.055,0,0,0
852.3112,-0.0975,0.79,0.055,0,0,0
852.3223,-0.0975,0.79,0.055,0,0,0
852.3334,-0.0975,0.79,0.055,0,0,0
852.3445,-0.0975,0.79,0.055,0,0,0
852.3556,-0.0975,0.79,0.055,0,0,0
852.3667,-0.0975,0.79,0.055,0,0,0
852.3778,-0.0975,0.79,0.055,0,0,0
852.3889,-0.0975,0.79,0.055,0,0,0
852.4,-0.0975,0.79,0.055,0,0,0
852.4111,-0.0975,0.79,0.055,0,0,0
852.4222,-0.0975,0.79,0.055,0,0,0
852.4333,-0.0975,0.79,0.055,0,0,0
852.4445,-0.0975,0.79,0.055,0,0,0
852.4556,-0.0975,0.79,0.055,0,0,0
852.4667,-0.0975,0.79,0.055,0,0,0
852.4778,-0.0975,0.79,0.055,0,0,0
852.4889,-0.0975,0.79,0.055,0,0,0
852.5,-0.0975,0.79,0.055,0,0,0
852.5111,-0.0975,0.79,0.055,0,0,0
852.5222,-0.0975,0.79,0.055,0,0,0
852.5333,-0.0975,0.79,0.055,0,0,0
852.5445,-0.0975,0.79,0.055,0,0,0
852.5556,-0.0975,0.79,0.055,0,0,0
852.5667,-0.0975,0.79,0.055,0,0,0
852.5778,-0.0975,0.79,0.055,0,0,0
852.5889,-0.0975,0.79,0.055,0,0,0
852.6,-0.0975,0.79,0.055,0,0,0
852.6111,-0.0975,0.79,0.055,0,0,0
852.6223,-0.0975,0.79,0.055,0,0,0
852.6334,-0.0975,0.79,0.055,0,0,0
852.6445,-0.0975,0.79,0.055,0,0,0
852.6556,-0.0975,0.79,0.055,0,0,0
852.6667,-0.0975,0.79,0.055,0,0,0
852.6778,-0.0975,0.79,0.055,0,0,0
852.6889,-0.0975,0.79,0.055,0,0,0
852.7,-0.0975,0.79,0.055,0,0,0
852.7111,-0.0975,0.79,0.055,0,0,0
852.7222,-0.0975,0.79,0.055,0,0,0
852.7333,-0.0975,0.79,0.055,0,0,0
852.7444,-0.0975,0.79,0.055,0,0,0
852.7556,-0.0975,0.79,0.055,0,0,0
852.7667,-0.0975,0.79,0.055,0,0,0
852.7778,-0.0975,0.79,0.055,0,0,0
852.7889,-0.0975,0.79,0.055,0,0,0
852.8,-0.0975,0.79,0.055,0,0,0
852.8112,-0.0975,0.79,0.055,0,0,0
852.8223,-0.0975,0.79,0.055,0,0,0
852.8334,-0.0975,0.79,0.055,0,0,0
852.8445,-0.0975,0.79,0.055,0,0,0
852.8556,-0.0975,0.79,0.055,0,0,0
852.8667,-0.0975,0.79,0.055,0,0,0
852.8778,-0.0975,0.79,0.055,0,0,0
852.8889,-0.0975,0.79,0.055,0,0,0
852.9,-0.0975,0.79,0.055,0,0,0
852.9111,-0.0975,0.79,0.055,0,0,0
852.9222,-0.0975,0.79,0.055,0,0,0
852.9333,-0.0975,0.79,0.055,0,0,0
852.9445,-0.0975,0.79,0.055,0,0,0
852.9556,-0.0975,0.79,0.055,0,0,0
852.9667,-0.0975,0.79,0.055,0,0,0
852.9778,-0.0975,0.79,0.055,0,0,0
852.9889,-0.0975,0.79,0.055,0,0,0
853.0,-0.0975,0.79,0.055,0,0,0
853.0111,-0.0975,0.79,0.055,0,0,0
853.0222,-0.0975,0.79,0.055,0,0,0
853.0333,-0.0975,0.79,0.055,0,0,0
853.0445,-0.0975,0.79,0.055,0,0,0
853.0556,-0.0975,0.79,0.055,0,0,0
853.0667,-0.0975,0.79,0.055,0,0,0
853.0778,-0.0975,0.79,0.055,0,0,0
853.0889,-0.0975,0.79,0.055,0,0,0
853.1,-0.0975,0.79,0.055,0,0,0
853.1111,-0.0975,0.79,0.055,0,0,0
853.1223,-0.0975,0.79,0.055,0,0,0
853.1334,-0.0975,0.79,0.055,0,0,0
853.1445,-0.0975,0.79,0.055,0,0,0
853.1556,-0.0975,0.79,0.055,0,0,0
853.1667,-0.0975,0.79,0.055,0,0,0
853.1778,-0.0975,0.79,0.055,0,0,0
853.1889,-0.0975,0.79,0.055,0,0,0
853.2,-0.0975,0.79,0.055,0,0,0
853.2111,-0.0975,0.79,0.055,0,0,0
853.2222,-0.0975,0.79,0.055,0,0,0
853.2333,-0.0975,0.79,0.055,0,0,0
853.2444,-0.0975,0.79,0.055,0,0,0
853.2556,-0.0975,0.79,0.055,0,0,0
853.2667,-0.0975,0.79,0.055,0,0,0
853.2778,-0.0975,0.79,0.055,0,0,0
853.2889,-0.0975,0.79,0.055,0,0,0
853.3,-0.0975,0.79,0.055,0,0,0
853.3112,-0.0975,0.79,0.055,0,0,0
853.3223,-0.0975,0.79,0.055,0,0,0
853.3334,-0.0975,0.79,0.055,0,0,0
853.3445,-0.0975,0.79,0.055,0,0,0
853.3556,-0.0975,0.79,0.055,0,0,0
853.3667,-0.0975,0.79,0.055,0,0,0
853.3778,-0.0975,0.79,0.055,0,0,0
853.3889,-0.0975,0.79,0.055,0,0,0
853.4,-0.0975,0.79,0.055,0,0,0
853.4111,-0.0975,0.79,0.055,0,0,0
853.4222,-0.0975,0.79,0.055,0,0,0
853.4333,-0.0975,0.79,0.055,0,0,0
853.4445,-0.0975,0.79,0.055,0,0,0
853.4556,-0.0975,0.79,0.055,0,0,0
853.4667,-0.0975,0.79,0.055,0,0,0
853.4778,-0.0975,0.79,0.055,0,0,0
853.4889,-0.0975,0.79,0.055,0,0,0
853.5,-0.0975,0.79,0.055,0,0,0
853.5111,-0.0975,0.79,0.055,0,0,0
853.5222,-0.0975,0.79,0.055,0,0,0
853.5333,-0.0975,0.79,0.055,0,0,0
853.5445,-0.0975,0.79,0.055,0,0,0
853.5556,-0.0975,0.79,0.055,0,0,0
853.5667,-0.0975,0.79,0.055,0,0,0
853.5778,-0.0975,0.79,0.055,0,0,0
853.5889,-0.0975,0.79,0.055,0,0,0
853.6,-0.0975,0.79,0.055,0,0,0
853.6111,-0.0975,0.79,0.055,0,0,0
853.6223,-0.0975,0.79,0.055,0,0,0
853.6334,-0.0975,0.79,0.055,0,0,0
853.6445,-0.0975,0.79,0.055,0,0,0
853.6556,-0.0975,0.79,0.055,0,0,0
